[06-08 13:35:08]create bugbear74  pos = 347965 72432, angle = 145, rTime = 10800
[06-13 17:04:40]Create monster 695 pos =13333 29142, angle =145, rTime =60
[06-13 17:04:40]Create monster 697 pos =21218 25809, angle =145, rTime =60
[06-13 17:04:40]Create monster 695 pos =19426 32997, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =22311 22010, angle =145, rTime =60
[06-13 17:04:41]Create monster 695 pos =15165 32733, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =13175 31677, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =11536 31663, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =10800 27646, angle =145, rTime =60
[06-13 17:04:41]Create monster 695 pos =22337 22650, angle =145, rTime =60
[06-13 17:04:41]Create monster 695 pos =10267 28315, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =30026 19082, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =22990 25484, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =13641 25290, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =11468 15886, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =17570 23448, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =18259 23913, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =18911 22986, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =18224 20764, angle =145, rTime =60
[06-13 17:04:41]Create monster 695 pos =19937 24275, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =15347 29518, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =24224 23929, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =25859 22440, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =25353 21813, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =25074 20189, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =23674 18907, angle =145, rTime =60
[06-13 17:04:41]Create monster 695 pos =25606 17306, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =25237 17910, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =27221 15503, angle =160, rTime =60
[06-13 17:04:41]Create monster 697 pos =27424 16044, angle =160, rTime =60
[06-13 17:04:41]Create monster 695 pos =26833 15072, angle =145, rTime =60
[06-13 17:04:41]Create monster 695 pos =29382 15278, angle =145, rTime =60
[06-13 17:04:41]Create monster 697 pos =28707 11965, angle =145, rTime =60
[06-13 17:04:41]Create monster 911 pos =7286 6813, angle =250, rTime =60
[06-13 17:04:41]Create monster 922 pos =6707 9249, angle =145, rTime =60
[06-13 17:04:41]Create monster 922 pos =5458 16031, angle =175, rTime =60
[06-13 17:04:41]Create monster 911 pos =6425 16589, angle =190, rTime =60
[06-13 17:04:41]Create monster 923 pos =6703 24137, angle =145, rTime =60
[06-13 17:04:41]Create monster 911 pos =5002 30159, angle =145, rTime =60
[06-13 17:04:41]Create monster 922 pos =7352 36425, angle =190, rTime =60
[06-13 17:04:41]Create monster 911 pos =11799 36400, angle =175, rTime =60
[06-13 17:04:41]Create monster 892 pos =20770 13888, angle =145, rTime =60
[06-13 17:04:41]Create monster 902 pos =18062 18545, angle =145, rTime =60
[06-13 17:04:41]Create monster 902 pos =15584 19416, angle =145, rTime =60
[06-13 17:04:41]Create monster 892 pos =14489 19499, angle =145, rTime =60
[06-13 17:04:41]Create monster 892 pos =10598 23386, angle =145, rTime =60
[06-13 17:04:41]Create monster 902 pos =10642 27076, angle =145, rTime =60
[06-13 17:04:41]Create monster 891 pos =14530 29202, angle =145, rTime =60
[06-13 17:04:41]Create monster 902 pos =15661 30690, angle =145, rTime =60
[06-13 17:04:41]Create monster 892 pos =18905 32793, angle =145, rTime =60
[06-13 17:04:41]Create monster 902 pos =24544 31186, angle =145, rTime =60
[06-13 17:04:41]Create monster 901 pos =25745 28397, angle =145, rTime =60
[06-13 17:04:41]Create monster 892 pos =24145 27913, angle =145, rTime =60
[06-13 17:04:41]Create monster 892 pos =27900 22623, angle =145, rTime =60
[06-13 17:04:41]Create monster 892 pos =25382 18064, angle =145, rTime =60
[06-13 17:04:41]Create monster 891 pos =20564 10707, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4000 4000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4400 4400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4800 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5200 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5600 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6000 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6400 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6800 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7200 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7600 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8000 8000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4000 8000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4400 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4800 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5200 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5600 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6400 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6800 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7200 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7600 4400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8000 4000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5200 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6000 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6800 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6000 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4800 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4800 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7200 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7200 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5600 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6400 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5600 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6400 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4400 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4400 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4400 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7600 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7600 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7600 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5200 4400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6000 4400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6800 4400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5200 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6000 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6800 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4000 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4000 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4000 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4000 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8000 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8000 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8000 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8000 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4800 4000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5600 4000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6400 4000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7200 4000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4800 8000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5600 8000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6400 8000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7200 8000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3600 4400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3600 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3600 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3600 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3600 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3200 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3200 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3200 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3200 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =3200 8000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =2800 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =2800 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =2800 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =2800 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =2400 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =2400 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =2400 7200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4400 8400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5200 8400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6000 8400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6800 8400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5600 8800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6400 8800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =4400 3600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =5200 3600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6000 3600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =6800 3600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =7600 3600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8400 4400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8400 5200, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8400 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8400 6800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8400 7600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8800 4800, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8800 5600, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =8800 6400, angle =145, rTime =60
[06-13 17:04:41]Create monster 1210 pos =9200 6000, angle =145, rTime =60
[06-13 17:04:41]Create monster 1161 pos =3300 3300, angle =145, rTime =3600
[06-13 17:04:41]Create monster 1162 pos =8500 3300, angle =145, rTime =3600
[06-13 17:04:41]Create monster 1163 pos =13900 3300, angle =145, rTime =3600
[06-13 17:04:41]Create monster 1164 pos =3300 18000, angle =145, rTime =3600
[06-13 17:04:41]Create monster 1165 pos =8500 18000, angle =145, rTime =3600
[06-13 17:04:41]Create monster 1166 pos =18000 18000, angle =145, rTime =3600
[06-13 17:04:41]Create monster 974 pos =7200 6200, angle =145, rTime =21600
[06-13 17:04:41]Create monster 975 pos =19100 6200, angle =145, rTime =21600
[06-13 17:04:41]Create monster 976 pos =19000 17900, angle =145, rTime =21600
[06-13 17:04:41]Create monster 977 pos =7200 17900, angle =145, rTime =21600
[06-13 17:04:41]Create monster 828 pos =6035 19593, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =8289 17527, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =5022 18762, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =5003 17976, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =6851 16236, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =7532 16249, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =9301 17982, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =9294 18780, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =7524 20598, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =6852 20598, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =7203 21338, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =4429 18480, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =7167 15711, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =9895 18379, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =9070 20409, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =8380 19683, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =5977 17336, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =5325 16586, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =20271 17591, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =18027 19560, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =17065 18761, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =17053 17987, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =18821 16273, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =19535 16247, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =21186 17906, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =21192 18807, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =18867 20549, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =19543 20570, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =19236 21318, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =16508 18445, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =19170 15883, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =21762 18459, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =20980 20454, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =20433 19678, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =18027 17387, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =17366 16614, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =19555 8561, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =18822 8575, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =21164 5925, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =21182 6889, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =19515 4178, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =18842 4226, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =16993 6784, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =17005 5969, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =18048 7555, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =20338 5414, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =20388 7665, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =18072 5355, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =19185 9449, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =21787 6446, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =19121 3556, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =16296 6423, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =17295 8281, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =21115 8522, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =21039 4508, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =17272 4737, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =9067 8445, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =6050 5353, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =5970 7624, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =4988 5978, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =7563 8516, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =7196 3789, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =7218 9226, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =9923 6440, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =8328 7662, angle =145, rTime =3600
[06-13 17:04:41]Create monster 827 pos =5358 4647, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =8284 5551, angle =145, rTime =3600
[06-13 17:04:41]Create monster 828 pos =4973 6830, angle =145, rTime =3600
